Parameter,Category,Fraction,Count
params_cheb_0_act,elu,0.7103,76
params_cheb_0_act,none,0.0654,7
params_cheb_0_act,silu,0.0561,6
params_cheb_0_act,tanh,0.0561,6
params_cheb_0_act,sigmoid,0.0467,5
params_cheb_0_act,relu,0.0467,5
params_cheb_0_act,gelu,0.0187,2
params_cheb_1_act,silu,0.3673,36
params_cheb_1_act,tanh,0.2755,27
params_cheb_1_act,gelu,0.2245,22
params_cheb_1_act,none,0.0816,8
params_cheb_1_act,relu,0.0306,3
params_cheb_1_act,elu,0.0204,2
params_cheb_2_act,tanh,0.4308,28
params_cheb_2_act,elu,0.2769,18
params_cheb_2_act,sigmoid,0.2,13
params_cheb_2_act,relu,0.0923,6
params_cheb_3_act,gelu,0.4878,20
params_cheb_3_act,elu,0.3659,15
params_cheb_3_act,relu,0.0732,3
params_cheb_3_act,tanh,0.0732,3
params_dense_0_act,gelu,0.4393,47
params_dense_0_act,tanh,0.3645,39
params_dense_0_act,silu,0.0841,9
params_dense_0_act,relu,0.0467,5
params_dense_0_act,elu,0.0374,4
params_dense_0_act,sigmoid,0.028,3
params_dense_1_act,gelu,0.4057,43
params_dense_1_act,none,0.2642,28
params_dense_1_act,relu,0.2264,24
params_dense_1_act,silu,0.0472,5
params_dense_1_act,tanh,0.0283,3
params_dense_1_act,sigmoid,0.0189,2
params_dense_1_act,elu,0.0094,1
params_dense_2_act,silu,0.4227,41
params_dense_2_act,tanh,0.3918,38
params_dense_2_act,elu,0.1443,14
params_dense_2_act,gelu,0.0206,2
params_dense_2_act,none,0.0206,2
params_optimizer,lion,0.9439,101
params_optimizer,rmsprop,0.0374,4
params_optimizer,adamw,0.0187,2
