"Parameter","Category","Fraction","Count"
params_coord_activation_layer_0,tanh,0.813953488372093,70
params_coord_activation_layer_0,relu,0.12790697674418605,11
params_coord_activation_layer_0,sigmoid,0.05813953488372093,5
params_coord_activation_layer_1,relu,0.6086956521739131,14
params_coord_activation_layer_1,tanh,0.2608695652173913,6
params_coord_activation_layer_1,sigmoid,0.13043478260869565,3
params_coord_activation_layer_2,tanh,0.6666666666666666,10
params_coord_activation_layer_2,relu,0.26666666666666666,4
params_coord_activation_layer_2,sigmoid,0.06666666666666667,1
params_coord_activation_layer_3,sigmoid,0.4444444444444444,4
params_coord_activation_layer_3,relu,0.3333333333333333,3
params_coord_activation_layer_3,tanh,0.2222222222222222,2
params_coord_activation_layer_4,relu,0.6666666666666666,2
params_coord_activation_layer_4,sigmoid,0.3333333333333333,1
params_lidar_activation_layer_0,tanh,0.9069767441860465,78
params_lidar_activation_layer_0,relu,0.046511627906976744,4
params_lidar_activation_layer_0,sigmoid,0.046511627906976744,4
params_lidar_activation_layer_1,sigmoid,0.38461538461538464,5
params_lidar_activation_layer_1,tanh,0.3076923076923077,4
params_lidar_activation_layer_1,relu,0.3076923076923077,4
params_lidar_activation_layer_2,tanh,0.5,5
params_lidar_activation_layer_2,sigmoid,0.3,3
params_lidar_activation_layer_2,relu,0.2,2
params_optimizer,AdamW,0.9615384615384616,50
params_optimizer,SGD,0.038461538461538464,2
params_scaler,MinMaxScaler_-1_1,0.813953488372093,70
params_scaler,StandardScaler,0.18604651162790697,16
