Parameter,Mean,Std,Min,25%,Median,75%,Max
params_batch_size,121.9047619047619,63.69450899559928,64.0,64.0,128.0,128.0,256.0
params_cnn1d_filters_0,240.76190476190476,191.36402607645587,32.0,64.0,128.0,448.0,512.0
params_cnn1d_filters_1,403.8095238095238,89.64352684249936,192.0,352.0,384.0,480.0,512.0
params_cnn1d_filters_2,323.04761904761904,108.943322966796,96.0,288.0,320.0,352.0,512.0
params_cnn1d_filters_3,352.0,98.25913261807852,32.0,352.0,384.0,384.0,448.0
params_cnn1d_filters_4,344.0,183.59375443262405,128.0,224.0,368.0,488.0,512.0
params_cnn1d_filters_5,352.0,226.27416997969522,192.0,272.0,352.0,432.0,512.0
params_cnn1d_kernel_size_0,3.0476190476190474,0.9734572654303052,1.0,3.0,3.0,3.0,5.0
params_cnn1d_kernel_size_1,3.4285714285714284,1.5991068935949397,1.0,2.0,4.0,5.0,5.0
params_cnn1d_kernel_size_2,2.2857142857142856,1.45405835999994,1.0,1.0,2.0,4.0,5.0
params_cnn1d_kernel_size_3,2.2666666666666666,0.7988086367179803,1.0,2.0,2.0,3.0,4.0
params_cnn1d_kernel_size_4,2.25,1.2583057392117916,1.0,1.75,2.0,2.5,4.0
params_cnn1d_kernel_size_5,4.0,0.0,4.0,4.0,4.0,4.0,4.0
params_cnn1d_pool_size_0,6.380952380952381,4.432563484894385,1.0,3.0,4.0,12.0,15.0
params_cnn1d_pool_size_1,6.190476190476191,2.619523766241635,1.0,5.0,6.0,8.0,11.0
params_cnn1d_pool_size_2,5.666666666666667,3.596294389136314,1.0,3.0,5.0,7.0,14.0
params_cnn1d_pool_size_3,5.066666666666666,1.7099150633319553,1.0,5.0,6.0,6.0,7.0
params_cnn1d_pool_size_4,2.5,1.2909944487358056,1.0,1.75,2.5,3.25,4.0
params_cnn1d_pool_size_5,2.5,0.7071067811865476,2.0,2.25,2.5,2.75,3.0
params_dense_1_dropout,0.30952380952380953,0.113599128098599,0.0,0.2,0.30000000000000004,0.4,0.5
params_dense_1_units,231.61904761904762,109.87924107422484,64.0,192.0,192.0,256.0,512.0
params_dense_2_dropout,0.17619047619047623,0.14800257398019098,0.0,0.0,0.2,0.2,0.5
params_dense_2_units,350.4761904761905,104.41820676856074,192.0,320.0,320.0,448.0,512.0
params_learning_rate,0.001835194438692522,0.002194663801083612,1.7189558863768923e-05,0.0006800580872279054,0.0010246681059985399,0.0017501718456601103,0.008364937790242546
params_num_layers,4.0,0.8944271909999159,3.0,3.0,4.0,4.0,6.0
