Parameter,Category,Fraction,Count
params_cnn1d_activation_0,relu,0.5233644859813084,56
params_cnn1d_activation_0,leaky_relu,0.16822429906542055,18
params_cnn1d_activation_0,swish,0.14953271028037382,16
params_cnn1d_activation_0,elu,0.08411214953271028,9
params_cnn1d_activation_0,tanh,0.06542056074766354,7
params_cnn1d_activation_0,sigmoid,0.009345794392523364,1
params_cnn1d_activation_1,elu,0.6261682242990654,67
params_cnn1d_activation_1,swish,0.17757009345794392,19
params_cnn1d_activation_1,relu,0.08411214953271028,9
params_cnn1d_activation_1,leaky_relu,0.06542056074766354,7
params_cnn1d_activation_1,tanh,0.04672897196261682,5
params_cnn1d_activation_2,elu,0.45794392523364486,49
params_cnn1d_activation_2,leaky_relu,0.40186915887850466,43
params_cnn1d_activation_2,relu,0.04672897196261682,5
params_cnn1d_activation_2,swish,0.04672897196261682,5
params_cnn1d_activation_2,tanh,0.028037383177570093,3
params_cnn1d_activation_2,sigmoid,0.018691588785046728,2
params_cnn1d_activation_3,sigmoid,0.5555555555555556,55
params_cnn1d_activation_3,tanh,0.15151515151515152,15
params_cnn1d_activation_3,elu,0.15151515151515152,15
params_cnn1d_activation_3,swish,0.09090909090909091,9
params_cnn1d_activation_3,leaky_relu,0.030303030303030304,3
params_cnn1d_activation_3,relu,0.020202020202020204,2
params_cnn1d_activation_4,leaky_relu,0.4,2
params_cnn1d_activation_4,elu,0.2,1
params_cnn1d_activation_4,tanh,0.2,1
params_cnn1d_activation_4,swish,0.2,1
params_cnn1d_activation_5,elu,0.6666666666666666,2
params_cnn1d_activation_5,tanh,0.3333333333333333,1
params_cnn1d_use_batch_norm_3,False,0.9595959595959596,95
params_cnn1d_use_batch_norm_3,True,0.04040404040404041,4
params_cnn1d_use_batch_norm_4,True,0.6,3
params_cnn1d_use_batch_norm_4,False,0.4,2
params_cnn1d_use_batch_norm_5,True,0.6666666666666666,2
params_cnn1d_use_batch_norm_5,False,0.3333333333333333,1
params_dense_1_activation,swish,0.7383177570093458,79
params_dense_1_activation,relu,0.09345794392523364,10
params_dense_1_activation,elu,0.07476635514018691,8
params_dense_1_activation,leaky_relu,0.07476635514018691,8
params_dense_1_activation,tanh,0.009345794392523364,1
params_dense_1_activation,sigmoid,0.009345794392523364,1
params_dense_2_activation,elu,0.616822429906542,66
params_dense_2_activation,swish,0.205607476635514,22
params_dense_2_activation,sigmoid,0.07476635514018691,8
params_dense_2_activation,tanh,0.06542056074766354,7
params_dense_2_activation,relu,0.037383177570093455,4
params_optimizer,Nadam,0.6915887850467289,74
params_optimizer,AdamW,0.17757009345794392,19
params_optimizer,RMSprop,0.08411214953271028,9
params_optimizer,Lion,0.037383177570093455,4
params_optimizer,SGD,0.009345794392523364,1
